"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","shortcode_ima","loccount"
"1129","Cordylite-(Ce)","1","0",,"1901","1899","\N","5","B","D","05","9","Cod-Ce","20"
"41169","Cordylite-(La)","1","2010",,"2010","\N","\N","5","B","D",,"1","Cod-La","2"
"1130","Corkite","1","0","1869","1857","1869","\N","8","B","L","05","9","Cok","180"
"1131","Cornetite","6","0","1916","1912","1912","\N","8","B","E","15","9","Cne","33"
"1132","Cornubite","1","0","1958","1959","1959","1959","8","B","D","30","1","Cnb","133"
"1133","Cornwallite","6","0","1846","1847","1828","\N","8","B","D","05","9","Cnw","209"
"1134","Coronadite","6","0","1904","1904","1904","\N","4","D","K","05a","9","Cor","275"
"43669","Correianevesite","1","2013",,"2013","\N","2014","8","C","C",,"1","Corr","4"
"1135","Corrensite","6","1954","1954","1954","1954","\N","9","E","C","60","9","Crr","64"
"46165","Cortesognoite","1","2014",,"2014","\N","\N","9","B","E","05","5","Ctg","1"
"1136","Corundum","6","0",,"0","1805","\N","4","C","B","05","9","Crn","2119"
"1138","Corvusite","6","0","1933","1933","1933","1933","4","H","E","20","9","Cvu","96"
"1139","Cosalite","6","0","1868","1868","1868","\N","2","J","B","10","9","Cos","399"
"6890","Coskrenite-(Ce)","1","1996",,"1996","1999","1999","10","A","B","65","1","Ckr-Ce","1"
"39568","Cossaite","1","2009","2009","2009","\N","\N","7","D","E",,"1","Css","1"
"1140","Costibite","1","0","1970","1969","1970","\N","2","E","B","10d","1","Csb","25"
"1141","Cotunnite","6","0","1825","1825","1825","\N","3","D","C","85","9","Cot","77"
"1142","Coulsonite","1","0","1962","1937","1937","\N","4","B","B","05","9","Cou","18"
"1143","Cousinite","7","0","1958","1958","1954","\N","7","H","A","10","25","Cus","1"
"26529","Coutinhoite","1","2003","1997","2003","\N","\N","9","A","K","30","1","Cti","1"
"1144","Covellite","6","0","1832","1832","1815","\N","2","C","A","05a","9","Cv","4734"
"1145","Cowlesite","1","0","1975","1975","1975","\N","9","G","G","05","1","Cow","95"
"1146","Coyoteite","1","0","1983","1978","1983","\N","2","F","D","25","1","Coy","1"
"1147","Crandallite","6","0","1917","1917","1869","\N","8","B","L","10","9","Cdl","345"
"40267","Cranswickite","1","2010",,"2010","1999","\N","7","C","B","15","1","Cwk","3"
"1148","Crawfordite","1","0","1994","1993","1992","1994","5","B","F","10","1","Cfd","1"
"1149","Creaseyite","1","1974","1974","1974","1975","1975","9","H","H","15","1","Cse","34"
"1150","Crednerite","6","0","1847","1849","1847","1847","4","A","B","05","9","Cnr","44"
"1151","Creedite","6","0","1916","1916","1916","1916","3","C","G","15","9","Cee","60"
"6891","Crerarite","1","1994","1994","1994","1994","1994","2","L","B","45","1","Cea","4"
"1153","Crichtonite","1","0","1813","1814","1813","\N","4","C","C","40","9","Cic","33"
"1154","Criddleite","1","1987",,"1987","1988","1988","2","L","A","25","1","Cdd","4"
"46570","Crimsonite","1","2015",,"2014","\N","\N","8","B","H",,"1","Cms","1"
"1155","Cristobalite","6","0","1887","1887","1887","\N","4","D","A","15","9","Crs","542"
"54653","Crocobelonite","1","2013",,"2020","\N","\N","8","0","0",,"5","Ccb","1"
"1157","Crocoite","6","0",,"1767","1763","\N","7","F","A","20","9","Crc","104"
"1158","Cronstedtite","6","0","1821","1821","1963","\N","9","E","D","15","9","Cro","64"
"11188","Cronusite","1","1999",,"1999","\N","2001","2","F","B","05","1","Cnu","1"
"1159","Crookesite","6","0","1866","1867","1867","\N","2","B","D","50","9","Crk","16"
"53146","Crowningshieldite","1","2013",,"2018","\N","2021","2","C","C",,"1","Csh","1"
"46440","Cryobostryxite","1","2014",,"2014","\N","\N","3","B","A","20","1","Cbx","1"
"1161","Cryolite","6","0","1799","1799","1799","\N","3","C","B","15","9","Crl","69"
"1162","Cryolithionite","6","0","1904","1904","1904","1904","3","C","B","05","9","Cyln","5"
"46612","Cryptochalcite","1","2015",,"2015","\N","2018","8","B","F","35","1","Cpch","2"
"1163","Cryptohalite","6","0","1873","1874","1873","\N","3","C","H","15","9","Cphl","17"
"1164","Cryptomelane","1","1982",,"1942","1942","\N","4","D","K","05a","9","Cml","672"
"39306","Cryptophyllite","1","2008",,"2008","\N","\N","9","E","0",,"1","Cp","1"
"1167","Cualstibite","1","0","1984","1983","1984","1984","4","F","B","10","1","Casb","9"
"53211","Cuatrocapaite-(K)","0","\N",,"2018","\N","2019","3","C","L","05","5","Ctc-K","1"
"53209","Cuatrocapaite-(NH₄)","0","\N",,"\N","\N","2019","3","C","L","05","5","Ctc-NH4","1"
"1168","Cubanite","6","0","1843","1843","1843","1843","2","C","B","55a","9","Cbn","925"
"6893","Cuboargyrite","1","0",,"1997","1998","1998","2","J","A","15","1","Cbag","2"
"6894","Cumengeite","1","0","1893","1893","1893","\N","3","D","B","20","9","Cge","58"
"1170","Cummingtonite","1","0","1824","1824","1824","\N","9","D","E","05","9","Cum","365"
"1171","Cupalite","1","0","1985","1983","1938","1985","1","A","A","20","1","Cup","1"
"1172","Cuprite","6","0","1845","1845","1845","\N","4","A","A","10","9","Cpr","3342"
"4681","Cuproauride","7","0",,"1939","1938","\N","1","A","A","10a","25","Cua","6"
"1177","Cuprobismutite","6","0",,"1884","1884","\N","2","J","A","10a","9","Cbit","53"
"1181","Cuprocopiapite","6","0","1938","1938","1938","\N","7","D","B","35","9","Cucpi","14"
"1186","Cuproiridsite","1","0","1985","1984","1985","\N","2","D","A","05","1","Cir","38"
"40142","Cuprokalininite","1","2010",,"2010","\N","2010","2","D","A","05","1","Ckal","1"
"28892","Cupromakopavonite","1","2005",,"2005","\N","2012","2","J","A","05a","1","Cmpav","1"
"26457","Cupromakovickyite","1","2002",,"2002","1994","2008","2","J","A","05d","1","Cmak","3"
"41953","Cupromolybdite","1","2011",,"2011","\N","2012","7","B","B","30","1","Cmyb","1"
"39287","Cuproneyite","1","2008",,"2008","\N","\N","2","J","B","25i","1","Cney","1"
"1187","Cupropavonite","1","0","1979","1978","1979","1979","2","J","A","05a","1","Cpav","24"
"35576","Cupropearceite","1","2007",,"2007","\N","\N","2","G","B","15","1","Cpea","9"
"35952","Cupropolybasite","1","2008",,"2007","\N","\N","2","G","B","15","1","Cplb","8"
"1188","Cuprorhodsite","1","0","1984","1984","1985","1985","2","D","A","05","1","Crh","39"
"1189","Cuprorivaite","1","0","1938","1938","1938","\N","9","E","A","05","9","Cuv","9"
"1191","Cuprosklodowskite","6","0","1933","1933","1975","\N","9","A","K","10","9","Cskl","70"
"1192","Cuprospinel","1","0",,"1971","1947","1973","4","B","B","05","1","Cspl","5"
"1193","Cuprostibite","6","0","1969","1969","1969","\N","2","A","A","20","9","Cusb","18"
"1194","Cuprotungstite","6","0","1869","1869","1866","\N","7","G","B","15","9","Ctgs","74"
"1195","Curetonite","1","1978","1978","1978","1979","1979","8","B","K","15","1","Cut","1"
"1196","Curienite","1","1967","1967","1967","1969","\N","4","H","B","15","1","Cue","16"
"1197","Curite","6","0","1921","1921","1921","1921","4","G","B","55","9","Cui","64"
"47932","Currierite","0","\N",,"2016","\N","2017","8","C","F","15","1","Cur","1"
"1198","Cuspidine","6","0","1876","1876","1892","\N","9","B","E","17","9","Csp","86"
"54368","Cuyaite","0","\N",,"2020","\N","2020","0","0","0",,"1","Cuy","1"
"1199","Cuzticite","1","0","1982","1980","1982","\N","4","F","M","35","1","Cuz","2"
"1200","Cyanochroite","6","0","1855","1855","1855","\N","7","C","C","60","9","Cyc","8"
"1203","Cyanotrichite","1","0","1839","1839","1808","\N","7","D","E","10","9","Cya","220"
"1204","Cylindrite","6","0","1893","1893","1893","1893","2","H","F","25a","9","Cy","27"
"1205","Cymrite","6","0","1949","1949","1949","\N","9","E","G","05","9","Cym","53"
"46798","Cyprine","1","2015",,"2015","1820","\N","9","B","G","35","1","Cyp","12"
"1206","Cyrilovite","6","0","1953","1953","1953","1953","8","D","L","10","9","Cyr","69"
"46631","Czochralskiite","1","2015",,"2015","\N","2016","8","A","C","17","1","Cz","2"
"1211","D'Ansite","6","0",,"1958","1958","1958","7","B","C","05","9","D'an","6"
"42848","D'Ansite-(Fe)","1","2011",,"2011","\N","\N","7","B","C",,"1","D'an-Fe","2"
"42846","D'Ansite-(Mn)","1","2011",,"2011","\N","\N","7","B","C",,"1","D'an-Mn","2"
"6895","Dachiardite-Ca","1","0",,"1906","1906","\N","9","G","D","40","9","Dac-Ca","16"
"46790","Dachiardite-K","1","2015",,"2015","\N","\N","9","G","0",,"1","Dac-K","1"
"6896","Dachiardite-Na","1","0",,"1997","1906","1975","9","G","D","40","1","Dac-Na","23"
"1213","Dadsonite","1","1968","1968","1968","1953","\N","2","H","C","30","1","Dad","17"
"51849","Dagenaisite","1","2013",,"2017","\N","2017","7","D","E","55","1","Dag","3"
"39645","Daliranite","1","2007",,"2007","\N","2009","2","J","B","70","1","Da","1"
"52916","Dalnegorskite","0","\N",,"2018","\N","2019","9","D","G","05","1","Dng","1"
"39758","Dalnegroite","1","2009",,"2009","\N","2009","2","H","C","05e","1","Dnr","3"
"1214","Dalyite","6","0",,"1952","1952","1952","9","E","A","25","9","Dly","21"
"1215","Damaraite","1","0","1990","1989","1990","\N","3","D","C","75","1","Dm","3"
"6897","Damiaoite","1","0",,"1995","1997","1997","1","A","G","55","1","Dam","2"
"1341","Danalite","6","0","1866","1866","1866","1866","9","F","B","10","9","Dan","82"
"1217","Danbaite","1","0","1983","1981","1982","\N","1","A","B","10b","1","Dba","1"
"1218","Danburite","6","0","1839","1839","1839","\N","9","F","A","65","9","Dbu","174"
"1219","Danielsite","1","0","1987","1984","1987","1987","2","B","D","15","1","Dns","3"
